Date,Price,Open,High,Low,Change %
6-Apr-11,1.6324,1.6304,1.6363,1.6258,0.12%
5-Apr-11,1.6304,1.6114,1.6304,1.6093,1.18%
4-Apr-11,1.6114,1.6124,1.6177,1.6108,0.02%
1-Apr-11,1.6111,1.6023,1.6132,1.5973,0.55%
31-Mar-11,1.6023,1.6082,1.6151,1.6016,-0.37%
30-Mar-11,1.6082,1.602,1.6083,1.598,0.39%
29-Mar-11,1.602,1.5982,1.6043,1.5943,0.24%
28-Mar-11,1.5982,1.6012,1.6038,1.5938,-0.37%
25-Mar-11,1.6042,1.612,1.6142,1.6008,-0.48%
24-Mar-11,1.612,1.6247,1.6267,1.6092,-0.78%
23-Mar-11,1.6247,1.6358,1.6382,1.622,-0.68%
22-Mar-11,1.6358,1.6308,1.6402,1.6294,0.31%
21-Mar-11,1.6308,1.6222,1.6328,1.6204,0.43%
18-Mar-11,1.6238,1.6138,1.6257,1.6059,0.03%
17-Mar-11,1.6233,1.6143,1.6256,1.6055,0.57%
17-Mar-11,1.6141,1.5991,1.617,1.5981,-0.01%
16-Mar-11,1.6143,1.5988,1.617,1.5979,0.66%
16-Mar-11,1.6037,1.6084,1.6134,1.5984,-0.09%
15-Mar-11,1.6051,1.6171,1.6185,1.5979,-0.74%
14-Mar-11,1.6171,1.607,1.6198,1.6027,0.57%
11-Mar-11,1.608,1.6064,1.6087,1.5978,0.10%
10-Mar-11,1.6064,1.6202,1.6214,1.604,-0.85%
9-Mar-11,1.6202,1.6162,1.6243,1.614,0.25%
8-Mar-11,1.6162,1.6196,1.6209,1.6126,-0.21%
7-Mar-11,1.6196,1.6266,1.6341,1.6183,-0.45%
4-Mar-11,1.627,1.6275,1.6305,1.6236,-0.03%
3-Mar-11,1.6275,1.6329,1.6334,1.6254,-0.33%
2-Mar-11,1.6329,1.6256,1.6344,1.6216,0.45%
1-Mar-11,1.6256,1.6269,1.6329,1.6252,-0.08%
